protein	scaffold	AMG KO	AMG KO name	Pfam	Pfam name
metaspades_NG-14069_923T8_lib221224_5627_NODE_532_length_32087_cov_28.3835_fragment_1_16	metaspades_NG-14069_923T8_lib221224_5627_NODE_532_length_32087_cov_28.3835_fragment_1	K00059	"fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]"	PF13561.6	Enoyl-(Acyl carrier protein) reductase
metaspades_NG-14069_919T8_lib221220_5627_NODE_405_length_77997_cov_57.9708_fragment_2_44	metaspades_NG-14069_919T8_lib221220_5627_NODE_405_length_77997_cov_57.9708_fragment_2	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_919T8_lib221220_5627_NODE_405_length_77997_cov_57.9708_fragment_2_47	metaspades_NG-14069_919T8_lib221220_5627_NODE_405_length_77997_cov_57.9708_fragment_2	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_925T8_lib221226_5627_NODE_12_length_292767_cov_17.9861_fragment_5_278	metaspades_NG-14069_925T8_lib221226_5627_NODE_12_length_292767_cov_17.9861_fragment_5	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_917T8_lib221218_5627_NODE_46_length_80969_cov_161.647_fragment_1_66	metaspades_NG-14069_917T8_lib221218_5627_NODE_46_length_80969_cov_161.647_fragment_1	K08281	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	PF00857.20	Isochorismatase family
metaspades_NG-14069_919T8_lib221220_5627_NODE_1390_length_31862_cov_6.16795_fragment_1_17	metaspades_NG-14069_919T8_lib221220_5627_NODE_1390_length_31862_cov_6.16795_fragment_1	K01951	"guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"	PF00958.22	GMP synthase C terminal domain
metaspades_NG-14069_922T8_lib221223_5627_NODE_139_length_55537_cov_22.7535_fragment_1_52	metaspades_NG-14069_922T8_lib221223_5627_NODE_139_length_55537_cov_22.7535_fragment_1	K01784	"galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]"	PF01370.21	NAD dependent epimerase/dehydratase family
metaspades_NG-14069_919T8_lib221220_5627_NODE_2910_length_16591_cov_5.51615_fragment_1_18	metaspades_NG-14069_919T8_lib221220_5627_NODE_2910_length_16591_cov_5.51615_fragment_1	K22227	ahbD; heme synthase	PF04055.21	Radical SAM superfamily
metaspades_NG-14069_921T8_lib221222_5627_NODE_76_length_52510_cov_44.5771_fragment_1_13	metaspades_NG-14069_921T8_lib221222_5627_NODE_76_length_52510_cov_44.5771_fragment_1	K01689	"ENO, eno; enolase [EC:4.2.1.11]"	PF00113.22	"Enolase, C-terminal TIM barrel domain"
metaspades_NG-13376_925T1_lib202079_5478_NODE_101_length_19526_cov_3.80443_fragment_1_1	metaspades_NG-13376_925T1_lib202079_5478_NODE_101_length_19526_cov_3.80443_fragment_1	K04487	"iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"	PF00266.19	Aminotransferase class-V
metaspades_NG-14069_917T8_lib221218_5627_NODE_19_length_109306_cov_15.558_fragment_1_79	metaspades_NG-14069_917T8_lib221218_5627_NODE_19_length_109306_cov_15.558_fragment_1	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_925T8_lib221226_5627_NODE_1184_length_22912_cov_6.20086_fragment_1_19	metaspades_NG-14069_925T8_lib221226_5627_NODE_1184_length_22912_cov_6.20086_fragment_1	K03526	"gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]"	PF04551.14	GcpE protein
metaspades_NG-14069_923T8_lib221224_5627_NODE_14_length_192887_cov_30.8366_fragment_1_7	metaspades_NG-14069_923T8_lib221224_5627_NODE_14_length_192887_cov_30.8366_fragment_1	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_923T8_lib221224_5627_NODE_151_length_73651_cov_15.1448_fragment_1_53	metaspades_NG-14069_923T8_lib221224_5627_NODE_151_length_73651_cov_15.1448_fragment_1	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_923T8_lib221224_5627_NODE_151_length_73651_cov_15.1448_fragment_1_73	metaspades_NG-14069_923T8_lib221224_5627_NODE_151_length_73651_cov_15.1448_fragment_1	K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	PF00890.24	FAD binding domain
metaspades_NG-14069_918T8_lib221219_5627_NODE_136_length_87238_cov_12.5125_fragment_1_71	metaspades_NG-14069_918T8_lib221219_5627_NODE_136_length_87238_cov_12.5125_fragment_1	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_917T8_lib221218_5627_NODE_595_length_21316_cov_12.5529_fragment_1_25	metaspades_NG-14069_917T8_lib221218_5627_NODE_595_length_21316_cov_12.5529_fragment_1	K01914	asnA; aspartate--ammonia ligase [EC:6.3.1.1]	PF03590.15	Aspartate-ammonia ligase
metaspades_NG-14069_925T8_lib221226_5627_NODE_1079_length_25240_cov_7.6245_fragment_1_19	metaspades_NG-14069_925T8_lib221226_5627_NODE_1079_length_25240_cov_7.6245_fragment_1	K13954	yiaY; alcohol dehydrogenase [EC:1.1.1.1]	PF00465.19	Iron-containing alcohol dehydrogenase
metaspades_NG-14069_925T8_lib221226_5627_NODE_144_length_105516_cov_11.7682_fragment_2_26	metaspades_NG-14069_925T8_lib221226_5627_NODE_144_length_105516_cov_11.7682_fragment_2	K22227	ahbD; heme synthase	PF04055.21	Radical SAM superfamily
metaspades_NG-14069_921T8_lib221222_5627_NODE_166_length_31519_cov_8.64337_fragment_1_13	metaspades_NG-14069_921T8_lib221222_5627_NODE_166_length_31519_cov_8.64337_fragment_1	K00763	"pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]"	PF17767.1	Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain
metaspades_NG-14069_921T8_lib221222_5627_NODE_166_length_31519_cov_8.64337_fragment_1_14	metaspades_NG-14069_921T8_lib221222_5627_NODE_166_length_31519_cov_8.64337_fragment_1	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]	PF13091.6	PLD-like domain
metaspades_NG-13040_924T3L_lib194730_5429_NODE_12_length_69358_cov_18.5559_fragment_1_32	metaspades_NG-13040_924T3L_lib194730_5429_NODE_12_length_69358_cov_18.5559_fragment_1	K01006	"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]"	PF02896.18	"PEP-utilising enzyme, TIM barrel domain"
metaspades_NG-14069_919T8_lib221220_5627_NODE_330_length_88660_cov_10.9799_fragment_1_11	metaspades_NG-14069_919T8_lib221220_5627_NODE_330_length_88660_cov_10.9799_fragment_1	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_925T8_lib221226_5627_NODE_67_length_153125_cov_13.8429_fragment_1_55	metaspades_NG-14069_925T8_lib221226_5627_NODE_67_length_153125_cov_13.8429_fragment_1	K02847	"waaL, rfaL; O-antigen ligase [EC:2.4.1.-]"	PF04932.15	O-Antigen ligase
metaspades_NG-14069_925T8_lib221226_5627_NODE_67_length_153125_cov_13.8429_fragment_1_56	metaspades_NG-14069_925T8_lib221226_5627_NODE_67_length_153125_cov_13.8429_fragment_1	K03429	"ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]"	PF04101.16	Glycosyltransferase family 28 C-terminal domain
metaspades_NG-13376_921T5_lib202037_5478_NODE_5_length_156470_cov_10.3977_fragment_5_99	metaspades_NG-13376_921T5_lib202037_5478_NODE_5_length_156470_cov_10.3977_fragment_5	K04487	"iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"	PF00266.19	Aminotransferase class-V
metaspades_NG-13040_925T3L_lib194729_5429_NODE_150_length_40703_cov_12.0447_fragment_1_24	metaspades_NG-13040_925T3L_lib194729_5429_NODE_150_length_40703_cov_12.0447_fragment_1	K00973	"E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"		
metaspades_NG-14069_916T8_lib219930_5627_NODE_281_length_36950_cov_20.3165_fragment_1_15	metaspades_NG-14069_916T8_lib219930_5627_NODE_281_length_36950_cov_20.3165_fragment_1	K00688	"PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]"	PF00343.20	Carbohydrate phosphorylase
metaspades_NG-14069_916T8_lib219930_5627_NODE_281_length_36950_cov_20.3165_fragment_1_17	metaspades_NG-14069_916T8_lib219930_5627_NODE_281_length_36950_cov_20.3165_fragment_1	K00012	"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"	PF03721.14	"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"
metaspades_NG-14069_922T8_lib221223_5627_NODE_773_length_19478_cov_9.78855_fragment_1_15	metaspades_NG-14069_922T8_lib221223_5627_NODE_773_length_19478_cov_9.78855_fragment_1	K00130	"betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]"	PF00171.22	Aldehyde dehydrogenase family
metaspades_NG-14069_925T8_lib221226_5627_NODE_11600_length_3903_cov_4.35161_4	metaspades_NG-14069_925T8_lib221226_5627_NODE_11600_length_3903_cov_4.35161	K06167	"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"		
metaspades_NG-13376_922T2_lib202088_5478_NODE_474_length_5347_cov_5.31822_2	metaspades_NG-13376_922T2_lib202088_5478_NODE_474_length_5347_cov_5.31822	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13040_918T3L_lib194736_5429_NODE_777_length_3851_cov_2.71417_5	metaspades_NG-13040_918T3L_lib194736_5429_NODE_777_length_3851_cov_2.71417	K01195	"uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"	PF02836.17	"Glycosyl hydrolases family 2, TIM barrel domain"
metaspades_NG-14069_919T8_lib221220_5627_NODE_6884_length_7242_cov_6.70349_2	metaspades_NG-14069_919T8_lib221220_5627_NODE_6884_length_7242_cov_6.70349	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_919T8_lib221220_5627_NODE_6884_length_7242_cov_6.70349_8	metaspades_NG-14069_919T8_lib221220_5627_NODE_6884_length_7242_cov_6.70349	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	PF02773.16	"S-adenosylmethionine synthetase, C-terminal domain"
metaspades_NG-14069_919T8_lib221220_5627_NODE_16749_length_3335_cov_2.90976_2	metaspades_NG-14069_919T8_lib221220_5627_NODE_16749_length_3335_cov_2.90976	K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-13040_916T7L_lib194715_5429_NODE_276_length_4717_cov_3.43179_1	metaspades_NG-13040_916T7L_lib194715_5429_NODE_276_length_4717_cov_3.43179	K07258	"dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]"	PF00768.20	D-alanyl-D-alanine carboxypeptidase
metaspades_NG-13040_GEND1_lib194753_5429_NODE_113_length_6532_cov_3.09001_5	metaspades_NG-13040_GEND1_lib194753_5429_NODE_113_length_6532_cov_3.09001	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_920T8_lib221221_5627_NODE_3700_length_4853_cov_7.97311_4	metaspades_NG-14069_920T8_lib221221_5627_NODE_3700_length_4853_cov_7.97311	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_921T8_lib221222_5627_NODE_1281_length_6743_cov_5.74073_9	metaspades_NG-14069_921T8_lib221222_5627_NODE_1281_length_6743_cov_5.74073	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_917T8_lib221218_5627_NODE_6618_length_2976_cov_4.06025_3	metaspades_NG-14069_917T8_lib221218_5627_NODE_6618_length_2976_cov_4.06025	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13040_916T3L_lib194728_5429_NODE_409_length_4871_cov_3.75104_1	metaspades_NG-13040_916T3L_lib194728_5429_NODE_409_length_4871_cov_3.75104	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	PF02773.16	"S-adenosylmethionine synthetase, C-terminal domain"
metaspades_NG-13040_925T5L_lib194726_5429_NODE_2_length_84576_cov_12.7873_20	metaspades_NG-13040_925T5L_lib194726_5429_NODE_2_length_84576_cov_12.7873	K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-13040_925T5L_lib194726_5429_NODE_2_length_84576_cov_12.7873_24	metaspades_NG-13040_925T5L_lib194726_5429_NODE_2_length_84576_cov_12.7873	K00860	cysC; adenylylsulfate kinase [EC:2.7.1.25]	PF01583.20	Adenylylsulphate kinase
metaspades_NG-13040_925T5L_lib194726_5429_NODE_2_length_84576_cov_12.7873_107	metaspades_NG-13040_925T5L_lib194726_5429_NODE_2_length_84576_cov_12.7873	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13376_922T9_lib202089_5478_NODE_94_length_5476_cov_2.94835_11	metaspades_NG-13376_922T9_lib202089_5478_NODE_94_length_5476_cov_2.94835	K05366	mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]	PF00912.22	Transglycosylase
metaspades_NG-13040_916T4L_lib194746_5429_NODE_5170_length_3096_cov_4.3877_3	metaspades_NG-13040_916T4L_lib194746_5429_NODE_5170_length_3096_cov_4.3877	K13522	"K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]"	PF00293.28	NUDIX domain
metaspades_NG-15813_920T5L_lib254043_5916_NODE_2053_length_4858_cov_10.7006_3	metaspades_NG-15813_920T5L_lib254043_5916_NODE_2053_length_4858_cov_10.7006	K21140	mec; [CysO sulfur-carrier protein]-S-L-cysteine hydrolase [EC:3.13.1.6]	PF14464.6	Prokaryotic homologs of the JAB domain
metaspades_NG-13040_920T4L_lib194722_5429_NODE_177_length_5165_cov_3.7047_1	metaspades_NG-13040_920T4L_lib194722_5429_NODE_177_length_5165_cov_3.7047	K01916	nadE; NAD+ synthase [EC:6.3.1.5]	PF02540.17	NAD synthase
metaspades_NG-14069_919T8_lib221220_5627_NODE_9168_length_5606_cov_3.74797_5	metaspades_NG-14069_919T8_lib221220_5627_NODE_9168_length_5606_cov_3.74797	K01854	glf; UDP-galactopyranose mutase [EC:5.4.99.9]	PF03275.13	UDP-galactopyranose mutase
metaspades_NG-15813_GD3A_lib254057_5916_NODE_519_length_6488_cov_4.21172_1	metaspades_NG-15813_GD3A_lib254057_5916_NODE_519_length_6488_cov_4.21172	K00698	CHS1; chitin synthase [EC:2.4.1.16]		
metaspades_NG-13376_925T10_lib202110_5478_NODE_128_length_5102_cov_2.3941_3	metaspades_NG-13376_925T10_lib202110_5478_NODE_128_length_5102_cov_2.3941	K00820	"glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]"	PF01380.22	SIS domain
metaspades_NG-13376_916T10_lib202044_5478_NODE_16_length_30826_cov_13.0682_38	metaspades_NG-13376_916T10_lib202044_5478_NODE_16_length_30826_cov_13.0682	K00390	cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]	PF01507.19	Phosphoadenosine phosphosulfate reductase family
metaspades_NG-14069_919T8_lib221220_5627_NODE_6572_length_7540_cov_8.00454_3	metaspades_NG-14069_919T8_lib221220_5627_NODE_6572_length_7540_cov_8.00454	K01689	"ENO, eno; enolase [EC:4.2.1.11]"	PF00113.22	"Enolase, C-terminal TIM barrel domain"
metaspades_NG-13376_923T12_lib202035_5478_NODE_58_length_7279_cov_4.2291_15	metaspades_NG-13376_923T12_lib202035_5478_NODE_58_length_7279_cov_4.2291	K01734	mgsA; methylglyoxal synthase [EC:4.2.3.3]	PF02142.22	MGS-like domain
metaspades_NG-14069_925T8_lib221226_5627_NODE_11165_length_4018_cov_15.139_2	metaspades_NG-14069_925T8_lib221226_5627_NODE_11165_length_4018_cov_15.139	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	PF01915.22	Glycosyl hydrolase family 3 C-terminal domain
metaspades_NG-14069_918T8_lib221219_5627_NODE_941_length_12369_cov_6.62831_12	metaspades_NG-14069_918T8_lib221219_5627_NODE_941_length_12369_cov_6.62831	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_922T8_lib221223_5627_NODE_7717_length_4268_cov_5.69214_1	metaspades_NG-14069_922T8_lib221223_5627_NODE_7717_length_4268_cov_5.69214	K12450	"RHM; UDP-glucose 4,6-dehydratase [EC:4.2.1.76]"		
metaspades_NG-14069_919T8_lib221220_5627_NODE_11863_length_4481_cov_3.17284_3	metaspades_NG-14069_919T8_lib221220_5627_NODE_11863_length_4481_cov_3.17284	K01218	"gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]"	PF02156.15	Glycosyl hydrolase family 26
metaspades_NG-13376_923T6_lib202112_5478_NODE_27_length_47372_cov_91.6082_18	metaspades_NG-13376_923T6_lib202112_5478_NODE_27_length_47372_cov_91.6082	K04487	"iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"	PF00266.19	Aminotransferase class-V
metaspades_NG-14069_923T8_lib221224_5627_NODE_1755_length_13369_cov_7.55528_12	metaspades_NG-14069_923T8_lib221224_5627_NODE_1755_length_13369_cov_7.55528	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13040_922T7L_lib194742_5429_NODE_300_length_2964_cov_4.65143_5	metaspades_NG-13040_922T7L_lib194742_5429_NODE_300_length_2964_cov_4.65143	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13376_920T6_lib202111_5478_NODE_4_length_23109_cov_8.30572_28	metaspades_NG-13376_920T6_lib202111_5478_NODE_4_length_23109_cov_8.30572	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13376_922T10_lib202054_5478_NODE_128_length_6059_cov_4.71669_11	metaspades_NG-13376_922T10_lib202054_5478_NODE_128_length_6059_cov_4.71669	K04487	"iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"	PF00266.19	Aminotransferase class-V
metaspades_NG-13040_921T1L_lib194731_5429_NODE_34_length_50994_cov_9.68168_16	metaspades_NG-13040_921T1L_lib194731_5429_NODE_34_length_50994_cov_9.68168	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13040_925T3L_lib194729_5429_NODE_3354_length_4375_cov_5.37153_7	metaspades_NG-13040_925T3L_lib194729_5429_NODE_3354_length_4375_cov_5.37153	K10206	E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]		
metaspades_NG-14069_925T8_lib221226_5627_NODE_2201_length_13442_cov_12.033_12	metaspades_NG-14069_925T8_lib221226_5627_NODE_2201_length_13442_cov_12.033	K17398	DNMT3A; DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37]	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-13376_922T10_lib202054_5478_NODE_22_length_32515_cov_5.54279_72	metaspades_NG-13376_922T10_lib202054_5478_NODE_22_length_32515_cov_5.54279	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-15813_920T5L_lib254043_5916_NODE_1190_length_7084_cov_4.15891_3	metaspades_NG-15813_920T5L_lib254043_5916_NODE_1190_length_7084_cov_4.15891	K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]	PF00132.24	Bacterial transferase hexapeptide (six repeats)
metaspades_NG-14069_922T8_lib221223_5627_NODE_5236_length_5510_cov_8.52832_1	metaspades_NG-14069_922T8_lib221223_5627_NODE_5236_length_5510_cov_8.52832	K01858	"INO1, ISYNA1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]"	PF07994.12	Myo-inositol-1-phosphate synthase
metaspades_NG-14069_925T8_lib221226_5627_NODE_6991_length_5655_cov_7.12929_1	metaspades_NG-14069_925T8_lib221226_5627_NODE_6991_length_5655_cov_7.12929	K02232	"cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]"	PF07685.14	CobB/CobQ-like glutamine amidotransferase domain
metaspades_NG-14069_919T8_lib221220_5627_NODE_6087_length_8077_cov_16.5828_13	metaspades_NG-14069_919T8_lib221220_5627_NODE_6087_length_8077_cov_16.5828	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"	PF00145.17	C-5 cytosine-specific DNA methylase
metaspades_NG-14069_922T8_lib221223_5627_NODE_7025_length_4538_cov_4.4642_1	metaspades_NG-14069_922T8_lib221223_5627_NODE_7025_length_4538_cov_4.4642	K00645	"fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]"		
metaspades_NG-14069_919T8_lib221220_5627_NODE_17424_length_3217_cov_3.06926_2	metaspades_NG-14069_919T8_lib221220_5627_NODE_17424_length_3217_cov_3.06926	K00789	metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	PF00438.20	"S-adenosylmethionine synthetase, N-terminal domain"
metaspades_NG-14069_925T8_lib221226_5627_NODE_19130_length_2695_cov_3.02273_10	metaspades_NG-14069_925T8_lib221226_5627_NODE_19130_length_2695_cov_3.02273	K00558	"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"		
metaspades_NG-15813_GD3A_lib254057_5916_NODE_322_length_10206_cov_3.77874_6	metaspades_NG-15813_GD3A_lib254057_5916_NODE_322_length_10206_cov_3.77874	K07824	CYP53A1; benzoate 4-monooxygenase [EC:1.14.14.92]	PF00067.22	Cytochrome P450
metaspades_NG-14069_921T8_lib221222_5627_NODE_754_length_9981_cov_5.91306_5	metaspades_NG-14069_921T8_lib221222_5627_NODE_754_length_9981_cov_5.91306	K00763	"pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]"	PF17767.1	Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain
metaspades_NG-14069_922T8_lib221223_5627_NODE_1324_length_13476_cov_41.2236_20	metaspades_NG-14069_922T8_lib221223_5627_NODE_1324_length_13476_cov_41.2236	K01790	"rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]"	PF00908.17	"dTDP-4-dehydrorhamnose 3,5-epimerase"
metaspades_NG-13040_916T1L_lib194711_5429_NODE_586_length_3695_cov_2.72088_5	metaspades_NG-13040_916T1L_lib194711_5429_NODE_586_length_3695_cov_2.72088	K05349	bglX; beta-glucosidase [EC:3.2.1.21]	PF01915.22	Glycosyl hydrolase family 3 C-terminal domain
metaspades_NG-14069_919T8_lib221220_5627_NODE_21_length_287785_cov_34.6709_77	metaspades_NG-14069_919T8_lib221220_5627_NODE_21_length_287785_cov_34.6709	K00600	"glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"	PF00464.19	Serine hydroxymethyltransferase
