Virus,AAI to closest RaFAH reference,Host genus,Confidence score,List of methods
VIVO4-FEC-JUN22-F5-k141_65782,37.19,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,91.10,blast;93.50 iPHoP-RF;92.40
VIVO4-FEC-JUN22-F5-k141_66127,82.22,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,95.90,iPHoP-RF;97.10 blast;90.80
VIVO4-FEC-JUN22-F5-k141_66127,82.22,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,94.90,iPHoP-RF;96.40
VIVO4-FEC-JUN22-F5-k141_66127,82.22,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,94.60,blast;96.20 iPHoP-RF;94.10
VIVO4-FEC-JUN22-F5-k141_67127,12.12,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,94.70,blast;96.30 iPHoP-RF;89.80 CRISPR;72.00
VIVO4-FEC-JUN22-F5-k141_67179,98.33,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,93.90,blast;93.30 iPHoP-RF;90.10 RaFAH;68.20
VIVO4-FEC-JUN22-F5-k141_67493,89.98,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,blast;98.60 RaFAH;97.70 iPHoP-RF;93.70
VIVO4-FEC-JUN22-F5-k141_67861,32.66,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,94.90,iPHoP-RF;96.40
VIVO4-FEC-JUN22-F5-k141_67861,32.66,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,92.00,blast;94.20 iPHoP-RF;79.00
VIVO4-FEC-JUN22-F5-k141_69404,35.46,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilimaliae,92.30,blast;94.50 iPHoP-RF;75.00
VIVO4-FEC-JUN22-F5-k141_74061,12.89,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422,92.60,RaFAH;94.70
VIVO4-FEC-JUN22-F5-k141_74061,12.89,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella,92.60,RaFAH;94.70
VIVO4-FEC-JUN22-F5-k141_74061,12.89,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A,92.60,RaFAH;94.70
VIVO4-FEC-JUN22-F5-k141_74061,12.89,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas,90.80,blast;93.20 iPHoP-RF;53.80
VIVO4-FEC-JUN22-F5-k141_74582,12.01,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,91.40,blast;93.70 iPHoP-RF;84.20 CRISPR;71.20
VIVO4-FEC-JUN22-F5-k141_75075,24.25,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ,92.30,blast;94.50
VIVO4-FEC-JUN22-F5-k141_76311,35.27,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-317,90.70,blast;93.10 iPHoP-RF;56.50
VIVO4-FEC-JUN22-F5-k141_77649,8.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691,95.90,blast;97.10 iPHoP-RF;76.80
VIVO4-FEC-JUN22-F5-k141_79623,23.18,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,90.80,blast;93.20 iPHoP-RF;81.90
VIVO4-FEC-JUN22-F5-k141_80242,5.70,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B,91.00,blast;93.40 iPHoP-RF;78.00
VIVO4-FEC-JUN22-F5-k141_81537,58.72,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,93.10,iPHoP-RF;95.10 blast;92.50 CRISPR;57.20
VIVO4-FEC-JUN22-F5-k141_83266,31.60,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,91.50,blast;93.80 iPHoP-RF;57.60
VIVO4-FEC-JUN22-F5-k141_84002,55.95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,96.00,CRISPR;97.20 iPHoP-RF;67.50
VIVO4-FEC-JUN22-F5-k141_84002,55.95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,93.40,RaFAH;89.50 CRISPR;75.50 iPHoP-RF;54.10
VIVO4-FEC-JUN22-F5-k141_84215,48.46,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,97.30,blast;97.00 iPHoP-RF;90.80 RaFAH;68.00
VIVO4-FEC-JUN22-F5-k141_84262,50.63,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,95.00,blast;96.50 iPHoP-RF;93.70
VIVO4-FEC-JUN22-F5-k141_84262,50.63,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,91.80,iPHoP-RF;94.10
VIVO4-FEC-JUN22-F5-k141_84299,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,99.90,RaFAH;99.80
VIVO4-FEC-JUN22-F5-k141_84299,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,95.40,blast;96.80 iPHoP-RF;70.90
VIVO4-FEC-JUN22-F5-k141_85952,53.79,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,93.90,blast;95.70 iPHoP-RF;74.80
VIVO4-FEC-JUN22-F5-k141_86061,98.95,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B,94.90,blast;96.40 iPHoP-RF;88.50 CRISPR;59.50
VIVO4-FEC-JUN22-F5-k141_86094,14.06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,95.90,iPHoP-RF;97.10 blast;93.90
VIVO4-FEC-JUN22-F5-k141_86094,14.06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C,95.30,iPHoP-RF;96.70
VIVO4-FEC-JUN22-F5-k141_86094,14.06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,92.60,iPHoP-RF;94.70
VIVO4-FEC-JUN22-F5-k141_86094,14.06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,90.30,iPHoP-RF;92.80
VIVO4-FEC-JUN22-F5-k141_86259,4.48,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,92.90,blast;94.90 iPHoP-RF;89.80
VIVO4-FEC-JUN22-F5-k141_87245,8.79,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,91.80,blast;94.10 iPHoP-RF;53.80
VIVO4-FEC-JUN22-F5-k141_89992,30.39,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,93.90,blast;95.70 iPHoP-RF;93.70 CRISPR;77.60
VIVO4-FEC-JUN22-F5-k141_91528,17.30,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas,91.40,blast;93.70 iPHoP-RF;80.00
VIVO4-FEC-JUN22-F5-k141_92633,45.99,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,95.30,iPHoP-RF;96.70 blast;95.60 CRISPR;69.00
VIVO4-FEC-JUN22-F5-k141_92633,45.99,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora,90.20,blast;92.70 iPHoP-RF;82.50
VIVO4-FEC-JUN22-F5-k141_93128,25.47,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,91.10,blast;93.50 iPHoP-RF;90.10
VIVO4-FEC-JUN22-F5-k141_93782,13.01,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1691,92.70,blast;94.80 iPHoP-RF;78.30
VIVO4-FEC-JUN22-F5-k141_94451,48.24,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,94.50,blast;96.10 iPHoP-RF;84.50
VIVO4-FEC-JUN22-F5-k141_9555,41.22,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,94.60,blast;96.20 iPHoP-RF;94.10
VIVO4-FEC-JUN22-F5-k141_95690,14.73,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,90.90,blast;93.30 iPHoP-RF;64.80
VIVO4-FEC-JUN22-F5-k141_95845,10.60,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,98.40,blast;98.80 iPHoP-RF;62.70
VIVO4-FEC-JUN22-F5-k141_95864,58.77,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea,92.00,RaFAH;94.20
VIVO4-FEC-JUN22-F5-k141_95864,58.77,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A,92.00,RaFAH;94.20
VIVO4-FEC-JUN22-F5-k141_96725,8.58,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,94.50,blast;96.10 iPHoP-RF;77.30
VIVO4-FEC-JUN22-F5-k141_96915,61.94,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hydrogeniiclostridium,91.60,blast;93.90 iPHoP-RF;64.50
VIVO4-FEC-JUN22-F5-k141_97343,99.98,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora,91.60,RaFAH;92.80 iPHoP-RF;57.60
VIVO4-FEC-JUN22-F5-k141_97343,99.98,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,90.30,RaFAH;92.80
VIVO4-FEC-JUN22-F5-k141_98820,36.42,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,93.10,blast;95.10 iPHoP-RF;84.20
VIVO4-FEC-JUN22-F5-k141_98820,36.42,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,90.20,blast;92.70 iPHoP-RF;85.40
VIVO4-FEC-JUN22-F6-k141_100348,56.67,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,99.90,CRISPR;97.80 iPHoP-RF;97.10 RaFAH;96.30 blast;90.00
VIVO4-FEC-JUN22-F6-k141_100348,56.67,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,95.90,iPHoP-RF;97.10 CRISPR;96.50 blast;93.90
VIVO4-FEC-JUN22-F6-k141_100529,38.73,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora,93.10,iPHoP-RF;95.10
VIVO4-FEC-JUN22-F6-k141_100529,38.73,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,92.20,iPHoP-RF;94.40 blast;94.10 CRISPR;52.50
VIVO4-FEC-JUN22-F6-k141_101456,6.06,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,97.50,blast;91.70 RaFAH;88.90 iPHoP-RF;88.90
VIVO4-FEC-JUN22-F6-k141_101770,19.60,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilimaliae,92.00,blast;94.20 iPHoP-RF;68.60
VIVO4-FEC-JUN22-F6-k141_103175,93.84,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,98.20,blast;93.90 RaFAH;89.50
VIVO4-FEC-JUN22-F6-k141_103893,100.00,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,97.90,blast;98.50 iPHoP-RF;87.30 CRISPR;68.40
VIVO4-FEC-JUN22-F6-k141_104032,99.55,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,93.40,blast;95.30 iPHoP-RF;88.50
VIVO4-FEC-JUN22-F6-k141_104236,74.26,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,92.10,RaFAH;86.80 blast;77.80 iPHoP-RF;51.70
VIVO4-FEC-JUN22-F6-k141_104439,20.74,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,91.00,blast;93.40
VIVO4-FEC-JUN22-F6-k141_104439,20.74,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,90.40,blast;92.90 iPHoP-RF;86.30
VIVO4-FEC-JUN22-F6-k141_107354,26.82,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,95.30,blast;96.70 iPHoP-RF;96.40
VIVO4-FEC-JUN22-F6-k141_109572,39.65,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,93.20,blast;95.20 iPHoP-RF;91.10 CRISPR;89.80
VIVO4-FEC-JUN22-F6-k141_10973,14.11,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,95.60,iPHoP-RF;95.40 blast;90.00 RaFAH;66.60
VIVO4-FEC-JUN22-F6-k141_10973,14.11,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,94.50,iPHoP-RF;96.10 blast;95.00
VIVO4-FEC-JUN22-F6-k141_10973,14.11,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,91.40,blast;90.50 iPHoP-RF;90.10 RaFAH;66.60
VIVO4-FEC-JUN22-F6-k141_109791,49.95,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus,93.80,blast;95.60 iPHoP-RF;87.90
VIVO4-FEC-JUN22-F6-k141_110630,40.25,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,96.00,RaFAH;97.20
VIVO4-FEC-JUN22-F6-k141_110630,40.25,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,94.90,iPHoP-RF;96.40 blast;92.50
VIVO4-FEC-JUN22-F6-k141_110630,40.25,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,93.50,iPHoP-RF;95.40 blast;91.60
VIVO4-FEC-JUN22-F6-k141_11122,60.25,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,95.00,blast;96.50 iPHoP-RF;72.60
VIVO4-FEC-JUN22-F6-k141_112490,24.79,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81,91.20,blast;93.60 iPHoP-RF;86.30
VIVO4-FEC-JUN22-F6-k141_113584,28.35,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,91.00,iPHoP-RF;93.40
VIVO4-FEC-JUN22-F6-k141_113584,28.35,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,90.30,iPHoP-RF;92.80 blast;92.10
VIVO4-FEC-JUN22-F6-k141_11578,78.72,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,97.30,blast;97.10 iPHoP-RF;87.90 RaFAH;67.80
VIVO4-FEC-JUN22-F6-k141_12607,99.33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;99.70 blast;89.60 CRISPR;80.40 iPHoP-RF;79.50
VIVO4-FEC-JUN22-F6-k141_12607,99.33,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,94.90,blast;96.40 CRISPR;94.90 iPHoP-RF;71.30
VIVO4-FEC-JUN22-F6-k141_13751,52.04,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,92.70,blast;94.80
VIVO4-FEC-JUN22-F6-k141_13918,12.54,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,96.00,iPHoP-RF;96.70 RaFAH;57.60
VIVO4-FEC-JUN22-F6-k141_13918,12.54,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,93.20,blast;95.20 iPHoP-RF;94.10
VIVO4-FEC-JUN22-F6-k141_13918,12.54,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,91.60,iPHoP-RF;92.80 blast;90.50 RaFAH;57.60
VIVO4-FEC-JUN22-F6-k141_14021,87.78,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,98.50,RaFAH;93.10 iPHoP-RF;87.60 CRISPR;68.70
VIVO4-FEC-JUN22-F6-k141_14373,57.03,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,91.40,blast;93.70 iPHoP-RF;87.00
VIVO4-FEC-JUN22-F6-k141_15300,6.90,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter,90.20,blast;92.70 iPHoP-RF;81.60
VIVO4-FEC-JUN22-F6-k141_1532,65.89,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,91.40,blast;93.70 iPHoP-RF;91.80 CRISPR;81.20
VIVO4-FEC-JUN22-F6-k141_16547,31.42,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,91.20,blast;93.60 iPHoP-RF;92.40
VIVO4-FEC-JUN22-F6-k141_16707,45.87,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,93.50,blast;95.40 iPHoP-RF;80.30
VIVO4-FEC-JUN22-F6-k141_17280,14.06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A,95.90,iPHoP-RF;97.10 blast;93.90
VIVO4-FEC-JUN22-F6-k141_17280,14.06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C,93.90,iPHoP-RF;95.70
VIVO4-FEC-JUN22-F6-k141_17280,14.06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,91.40,iPHoP-RF;93.70
VIVO4-FEC-JUN22-F6-k141_17280,14.06,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,90.30,iPHoP-RF;92.80
VIVO4-FEC-JUN22-F6-k141_17422,41.68,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,97.00,blast;96.80 iPHoP-RF;93.70 CRISPR;84.50 RaFAH;66.60
VIVO4-FEC-JUN22-F6-k141_17422,41.68,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,95.90,iPHoP-RF;95.70 RaFAH;66.60
VIVO4-FEC-JUN22-F6-k141_1812,68.03,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,97.00,blast;93.50 iPHoP-RF;87.00 RaFAH;83.60
VIVO4-FEC-JUN22-F6-k141_18431,94.26,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,94.50,blast;96.10 iPHoP-RF;91.80 CRISPR;81.50
VIVO4-FEC-JUN22-F6-k141_20457,4.53,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,91.10,blast;93.50 iPHoP-RF;81.10
VIVO4-FEC-JUN22-F6-k141_20774,72.75,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,90.90,blast;93.30 iPHoP-RF;70.40
VIVO4-FEC-JUN22-F6-k141_21465,33.45,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,91.60,blast;93.90 iPHoP-RF;56.00
VIVO4-FEC-JUN22-F6-k141_21524,32.28,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,91.40,blast;93.70 iPHoP-RF;90.50
VIVO4-FEC-JUN22-F6-k141_21619,8.03,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,93.50,iPHoP-RF;95.40 CRISPR;94.60 blast;91.10
VIVO4-FEC-JUN22-F6-k141_21735,84.39,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,96.70,RaFAH;89.70 blast;78.70 CRISPR;68.10 iPHoP-RF;59.20
VIVO4-FEC-JUN22-F6-k141_21735,84.39,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,96.40,CRISPR;97.50 blast;80.90 iPHoP-RF;70.20
VIVO4-FEC-JUN22-F6-k141_21735,84.39,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G,95.30,RaFAH;89.70 blast;84.10
VIVO4-FEC-JUN22-F6-k141_21735,84.39,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus,91.50,blast;93.80
VIVO4-FEC-JUN22-F6-k141_21795,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;99.60 iPHoP-RF;97.10 blast;90.50
VIVO4-FEC-JUN22-F6-k141_21795,100.00,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,95.40,blast;96.80 iPHoP-RF;95.70 CRISPR;75.90
VIVO4-FEC-JUN22-F6-k141_2191,10.09,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella,93.90,iPHoP-RF;95.70 blast;93.90 CRISPR;67.90
VIVO4-FEC-JUN22-F6-k141_22115,32.09,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,93.90,blast;95.70 iPHoP-RF;84.80
VIVO4-FEC-JUN22-F6-k141_22910,64.76,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter,91.20,blast;93.60 iPHoP-RF;78.30
VIVO4-FEC-JUN22-F6-k141_23072,99.93,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter,94.60,blast;96.20 iPHoP-RF;66.80
VIVO4-FEC-JUN22-F6-k141_24602,4.17,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__An92,92.50,blast;94.60 iPHoP-RF;68.20
VIVO4-FEC-JUN22-F6-k141_25316,10.74,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,98.50,CRISPR;98.90 blast;96.90 iPHoP-RF;93.70
VIVO4-FEC-JUN22-F6-k141_26235,35.46,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilimaliae,92.30,blast;94.50 iPHoP-RF;74.60
VIVO4-FEC-JUN22-F6-k141_26541,99.72,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,100.00,RaFAH;99.20 blast;92.80 iPHoP-RF;82.20
VIVO4-FEC-JUN22-F6-k141_2675,16.34,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B,93.60,blast;95.50 iPHoP-RF;82.20
VIVO4-FEC-JUN22-F6-k141_26874,8.38,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia,90.80,blast;93.20 iPHoP-RF;75.20
VIVO4-FEC-JUN22-F6-k141_29725,13.41,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,93.20,blast;95.20 iPHoP-RF;82.50
VIVO4-FEC-JUN22-F6-k141_30394,25.29,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,92.30,blast;94.50 iPHoP-RF;89.20
VIVO4-FEC-JUN22-F6-k141_3088,9.05,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter,90.30,blast;92.80
